system:index,date,precipitation,.geo
20200315,2020-03-15,2.2436266603252086,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200316,2020-03-16,4.246024490192023,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200317,2020-03-17,2.37777718626604,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200318,2020-03-18,4.81044967051149,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200319,2020-03-19,1.4984320733470216,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200320,2020-03-20,8.69465895334364,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200321,2020-03-21,1.0378518629647513,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200322,2020-03-22,1.983061200685556,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200323,2020-03-23,5.40727311935703,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200324,2020-03-24,5.054376516998047,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200325,2020-03-25,7.467653721736064,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200326,2020-03-26,0.26434094698714844,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200327,2020-03-27,3.689840802565214,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200328,2020-03-28,3.0017063287508967,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200329,2020-03-29,19.08550429431156,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200330,2020-03-30,4.196814387058216,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200331,2020-03-31,6.675916562803917,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200401,2020-04-01,4.622667067857258,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200402,2020-04-02,8.99702809981568,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200403,2020-04-03,15.698282070827394,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200404,2020-04-04,29.45604734519996,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200405,2020-04-05,9.174380989819504,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200406,2020-04-06,26.512098183520436,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200407,2020-04-07,10.340659688991593,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200408,2020-04-08,13.841790193545629,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200409,2020-04-09,14.759815503287806,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200410,2020-04-10,4.762853148563087,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200411,2020-04-11,15.434803382848793,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200412,2020-04-12,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200413,2020-04-13,28.05892660308248,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200414,2020-04-14,14.973731762814275,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200415,2020-04-15,8.306065506040202,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200416,2020-04-16,19.442816681095817,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200417,2020-04-17,27.970719807922084,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200418,2020-04-18,15.846445364269785,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200419,2020-04-19,27.432783477065716,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200420,2020-04-20,6.3846977987960765,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200421,2020-04-21,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200422,2020-04-22,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200423,2020-04-23,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200424,2020-04-24,2.617996074109283,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200425,2020-04-25,6.8082002334184955,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200426,2020-04-26,3.686056445247658,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200427,2020-04-27,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200428,2020-04-28,3.505219074765212,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200429,2020-04-29,11.794916586430709,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200430,2020-04-30,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200501,2020-05-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200502,2020-05-02,5.798594612541141,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200503,2020-05-03,7.708905602738495,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200504,2020-05-04,0.0715778352376368,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200505,2020-05-05,3.04662232578743,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200506,2020-05-06,0.4589060573477371,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200507,2020-05-07,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200508,2020-05-08,0.5486026804377268,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200509,2020-05-09,18.069906463205545,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200510,2020-05-10,2.628286862821131,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200511,2020-05-11,3.3913731053783636,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200512,2020-05-12,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200513,2020-05-13,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200514,2020-05-14,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200515,2020-05-15,0.4940760268695997,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200516,2020-05-16,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200517,2020-05-17,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200518,2020-05-18,21.286266916942758,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200519,2020-05-19,1.6048186946085954,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200520,2020-05-20,3.3730991682061116,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200521,2020-05-21,2.3104969261949275,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200522,2020-05-22,0.63630577735024,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200523,2020-05-23,0.8969591086522225,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200524,2020-05-24,0.6990649556126276,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200525,2020-05-25,0.6597803049378419,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200526,2020-05-26,14.604935251237766,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200527,2020-05-27,11.557660528718257,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200528,2020-05-28,60.077027533090096,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200529,2020-05-29,2.7860335450674323,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200530,2020-05-30,15.64324315852884,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200531,2020-05-31,20.70013478736171,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200601,2020-06-01,8.663634479827065,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200602,2020-06-02,10.918608249321027,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200603,2020-06-03,3.5429442149370907,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200604,2020-06-04,0.2559864660454447,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200605,2020-06-05,0.6243017678799748,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200606,2020-06-06,0.37931520618984554,"{""type"":""MultiPoint"",""coordinates"":[]}"
20200607,2020-06-07,0.2442195823008652,"{""type"":""MultiPoint"",""coordinates"":[]}"
